ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
AYSI,small_airport,Seltamin Airstrip,"141.8252, -5.4122",4285,OC,PG,PG-WPD,Seltamin,AYSI,,SLT
AYSJ,small_airport,Simbai Airport,"144.5447222, -5.278611111",5804,OC,PG,PG-MPM,Simbai,AYSJ,SIM,SAI
AYSM,small_airport,Samberigi Airstrip,"143.9338, -6.7193",3830,OC,PG,PG-SHM,Samberigi Mission,AYSM,,SGI
AYSO,small_airport,Selbang Airport,"141.752, -5.315",5130,OC,PG,PG-WPD,Selbang,AYSO,SBC,SEL
AYSR,small_airport,Sangera Airstrip,"143.2763, -3.9678",127,OC,PG,PG-ESW,Sangera,AYSR,,SGA
AYST,small_airport,Sturt Island Airport,"142.2684444, -8.1525",40,OC,PG,PG-WPD,,AYST,,STI
AYSY,small_airport,Serra Airstrip,"141.9297, -2.9739",37,OC,PG,PG-SAN,Serai,AYSY,,SER
AYSZ,small_airport,Samanzing Airstrip,"147.0673, -6.4513",6042,OC,PG,PG-MPL,Samanzing,AYSZ,,SMZ
AYTA,small_airport,Tari Airport,"142.947998, -5.84499979",5500,OC,PG,PG-HE,Tari,AYTA,TIZ,
AYTB,small_airport,Tabubil Airport,"141.2259979, -5.278610229",1570,OC,PG,PG-WPD,Tabubil,AYTB,TBG,
AYTC,small_airport,Tapila Airstrip,"142.9043, -8.4188",48,OC,PG,PG-WPD,Mutam,AYTC,,TPL
AYTD,small_airport,Teredau Airport,"144.6384, -7.3205",100,OC,PG,PG-GPK,Tetehui,AYTD,,
AYTI,small_airport,Tapini Airport,"146.9891667, -8.356666667",3100,OC,PG,PG-CPM,Tapini,AYTI,TPI,TAP
AYTK,medium_airport,Tokua Airport,"152.3800049, -4.340459824",32,OC,PG,PG-EBR,Tokua,AYTK,RAB,
AYTL,small_airport,Talbakul Airstrip,"144.7167, -6.3708",3500,OC,PG,PG-CPK,Talbakul,AYTL,,TLK
AYTM,small_airport,Tamo Airstrip,"144.1529, -4.7246",140,OC,PG,PG-ESW,Tamo,AYTM,,TAMO
AYTN,small_airport,Tekin Airport,"142.1651944, -5.243666667",5785,OC,PG,PG-SAN,Tekin,AYTN,TKW,TEK
AYTP,small_airport,Tep Tep Airport,"146.5595, -5.9553",7011,OC,PG,PG-MPM,Teptep,AYTP,TEP,TEP
AYTQ,small_airport,Tapen Airstrip,"146.6371, -5.8545",5066,OC,PG,PG-MPL,Tapen,AYTQ,,
AYTS,small_airport,Tsewi Airport,"146.1272, -7.0695",4185,OC,PG,PG-MPL,Tsewi,AYTS,TSW,TSE
AYTT,small_airport,Tarakbits Airport,"141.0421, -5.614",281,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,TRT
AYTW,small_airport,Tawa Airport,"146.1067, -7.4463",5020,OC,PG,PG-MPL,Tawa,AYTW,TWY,TAWA
AYTZ,small_airport,Tekadu Airport,"146.5503, -7.6808",1310,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,TKD
AYU,small_airport,Aiyura Airport,"145.9041667, -6.338055556",5355,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,AYU
AYUA,small_airport,Utai Airstrip,"141.5868, -3.386",707,OC,PG,PG-SAN,Utai,AYUA,,UTAI
AYUC,small_airport,Umba Airport,"145.966, -7.0214",5950,OC,PG,PG-MPL,Umba,AYUC,UMC,UMBA
AYUD,small_airport,Kais-Udave Airstrip,"147.2785, -8.7819",3300,OC,PG,PG-CPM,,AYUD,,
AYUE,small_airport,Uroubi Airport,"148.5591, -9.5162",481,OC,PG,PG-NPP,Uroubi,AYUE,URU,URO
AYUG,small_airport,Brugam Airstrip,"142.8379, -3.6381",595,OC,PG,PG-ESW,Wa'ahun,AYUG,,BRG
AYUL,small_airport,Musula Airstrip,"142.8983, -6.8385",740,OC,PG,PG-SHM,Musula,AYUL,,MSL
AYUN,small_airport,Bunam Airstrip,"144.2517, -4.6564",48,OC,PG,PG-ESW,Bunam,AYUN,,BNM
AYUO,small_airport,Omaura Airstrip,"145.9902, -6.3679",4860,OC,PG,PG-EHG,Omaura,AYUO,,ORA
AYUQ,small_airport,Kumbwareta Airstrip,"144.1171, -5.5078",4067,OC,PG,PG-WHM,Kumbwareta,AYUQ,,KUM
AYUR,small_airport,Upiara Airport,"142.6503, -8.5411",52,OC,PG,PG-WPD,Upiara,AYUR,UPR,UPA
AYUS,small_airport,Suame Airstrip,"142.5862, -8.3684",71,OC,PG,PG-WPD,Suame,AYUS,,
AYUT,small_airport,Bunguwat Airstrip,"146.7205, -6.005",5740,OC,PG,PG-MPL,Bunguwat,AYUT,,BWT
AYUV,small_airport,Tuvau Airstrip,"145.8372, -6.6025",5300,OC,PG,PG-GPK,Tuvau,AYUV,,TUV
AYUX,small_airport,Usarumpia Airstrip,"145.8102, -6.9858",5820,OC,PG,PG-EHG,Usarumpia,AYUX,,URP
AYUZ,small_airport,Uvol Airport,"150.9557, -6.0178",15,OC,PG,PG-EBR,Uvol,AYUZ,UVO,UVOL
AYVA,small_airport,Vailala Airstrip,"145.4857, -7.7677",85,OC,PG,PG-GPK,Hepa,AYVA,,
AYVB,small_airport,Tobou Airstrip,"147.4223, -6.4026",4732,OC,PG,PG-MPL,Tobou,AYVB,,TOB
AYVM,small_airport,Torembi Airport,"143.1329, -4.0165",90,OC,PG,PG-ESW,Torembi,AYVM,TCJ,TBI
AYVN,medium_airport,Vanimo Airport,"141.302002, -2.697170019",10,OC,PG,PG-SAN,,AYVN,VAI,
AYVO,small_airport,Tonu Airport,"155.4326, -6.6552",300,OC,PG,PG-NSB,Tonu,AYVO,TON,TONU
AYVP,small_airport,Woposali Airstrip,"144.2974, -6.6577",2009,OC,PG,PG-SHM,Woposali,AYVP,,WOS
AYWB,small_airport,Wabo Airport,"145.0751111, -6.989444444",132,OC,PG,PG-GPK,Wabo,AYWB,WAO,WABO
AYWD,medium_airport,Wapenamanda Airport,"143.8950043, -5.643300056",5889,OC,PG,PG-EPW,,AYWD,WBM,
AYWK,medium_airport,Wewak International Airport,"143.6690063, -3.583830118",19,OC,PG,PG-ESW,Wewak,AYWK,WWK,
AYWN,small_airport,Nugwaia Airstrip,"142.835, -3.8183",279,OC,PG,PG-ESW,Nugwaia,AYWN,,NUG
AYWO,small_airport,Wonenara Airport,"145.8919444, -6.796861111",5028,OC,PG,PG-EHG,Wonenara,AYWO,WOA,WOA
AYWS,small_airport,Wasu Airport,"147.1982253, -5.961709449",34,OC,PG,PG-MPL,Wasu,AYWS,WSU,WASU
AYWT,small_airport,Woitape Airport,"147.2525, -8.545833333",5200,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,WTP
AYWU,small_airport,Wau Airport,"146.7186111, -7.345555556",3600,OC,PG,PG-SAN,Wau,AYWU,WUG,WAU
AYWV,small_airport,Warasai Airstrip,"142.51, -4.012",150,OC,PG,PG-SAN,Warasai,AYWV,,WSI
AYXB,small_airport,Buluwo Airstrip,"142.0151, -3.6753",600,OC,PG,PG-SAN,Buluwo,AYXB,,BWO
AYXE,small_airport,Yeva Airport,"146.188, -7.548",4510,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA
AYXG,small_airport,Sugu Airstrip,"143.5565, -6.3907",4105,OC,PG,PG-SHM,Sugu,AYXG,,SUGU
AYXI,small_airport,Sim Airport,"146.9273, -7.75",5460,OC,PG,PG-MPL,Sim,AYXI,SMJ,SIM
AYXS,small_airport,Sisamin Airstrip,"142.284, -5.1363",1675,OC,PG,PG-SAN,Sisamin,AYXS,,SIS
AYXY,small_airport,Yebil Airstrip,"141.9559, -3.4625",1400,OC,PG,PG-SAN,Yebil,AYXY,,YBL
AYY,seaplane_base,Arugam Bay SPB,"81.82388889, 6.86",,AS,LK,LK-5,Pottuvil,,AYY,
AYYD,small_airport,Yatoam Airstrip,"142.3846, -5.0949",2060,OC,PG,PG-HE,Yatoam,AYYD,,
AYYE,small_airport,Yalumet Airport,"147.0117, -6.09",2600,OC,PG,PG-MPL,Yalumet,AYYE,KYX,YLT
AYYG,small_airport,Yemin Airstrip,"142.2912, -3.967",230,OC,PG,PG-SAN,Yemin,AYYG,,YMN
AYYI,small_airport,Yili Airstrip,"142.1645, -3.5322",1500,OC,PG,PG-SAN,Yili,AYYI,,YILI
AYYN,small_airport,Yimnalem Airstrip,"144.5956, -5.1441",4800,OC,PG,PG-MPM,Yimnalem,AYYN,,YML
AYYQ,small_airport,Yagrombok Airstrip,"142.6285, -3.585",1509,OC,PG,PG-ESW,Yagrombok,AYYQ,,YMK
AYYR,small_airport,Yasuru Airport,"146.1813, -6.6015",1520,OC,PG,PG-MPL,Yasuru,AYYR,KSX,YAS
AYYT,small_airport,Mount Tauwa Airstrip,"144.303, -6.7293",3700,OC,PG,PG-SHM,Mount Tauwa,AYYT,,MTA
AYYU,small_airport,Mui Airstrip,"144.3113, -4.7912",132,OC,PG,PG-MPM,Mui,AYYU,,MUI
AYYV,small_airport,Yawa Airstrip,"142.1351, -4.1003",120,OC,PG,PG-ESW,Yawa,AYYV,,YAWA
AYYW,small_airport,Yawan Airstrip,"146.8438, -6.1339",4870,OC,PG,PG-MPL,Yawan,AYYW,,YWN
AYZ,closed,Zahn's Airport,"-73.4, 40.71",,NA,US,US-NY,Amityville,,AYZ,
AYZB,small_airport,Sibilanga Airstrip,"142.501, -3.4458",2330,OC,PG,PG-SAN,Sibilanga Mission,AYZB,,SIB
AYZQ,small_airport,Sopise Airstrip,"144.1593, -6.7887",3450,OC,PG,PG-SHM,Sopise,AYZQ,,SPS
AYZU,small_airport,Oum Airstrip,"142.1273, -4.2684",80,OC,PG,PG-ESW,Oum,AYZU,,OUM
AYZW,small_airport,Siawi Airstrip,"141.4197, -4.061",230,OC,PG,PG-SAN,Siawi,AYZW,,SII
AYZY,small_airport,Yilui Airstrip,"142.2045, -3.9292",265,OC,PG,PG-SAN,Yilui,AYZY,,YLU
AYZZ,small_airport,Zuebak Airstrip,"146.5568, -6.3088",3560,OC,PG,PG-MPL,Zuebak,AYZZ,,ZBK
AZ-0001,medium_airport,Zabrat Airport,"49.97680664, 40.49554222",36,AS,AZ,AZ-BA,Baku,,ZXT,
AZ-0002,small_airport,Khachmas Airfield,"48.83039832, 41.45787673",,AS,AZ,AZ-XAC,,,,
AZ-0003,small_airport,Shaki Airport,"47.15950012, 41.13655267",,AS,AZ,AZ-SA,,,,
AZ-0004,small_airport,Naftalan Airport,"46.82948112, 40.51591984",,AS,AZ,AZ-GOR,,,,
AZ-0005,small_airport,Tanrykulular Airport,"46.85701132, 40.74290014",,AS,AZ,AZ-YE,,,,
AZ-0006,small_airport,Aghdas Airport,"47.51409888, 40.66342761",,AS,AZ,AZ-AGS,,,,
AZ-0007,closed,Göyçay Airport,"47.76285231, 40.62318348",,AS,AZ,AZ-GOY,,,,
AZ-0008,small_airport,Bygyr Airport,"47.83007383, 40.52907471",,AS,AZ,AZ-GOY,,,,
AZ-0009,small_airport,Mollakend Airport,"48.14571619, 40.12041855",,AS,AZ,AZ-KUR,,,,
AZ-0010,small_airport,Agdzhabedi Airport,"47.44935036, 40.02229062",,AS,AZ,AZ-AGC,,,,
AZ-0011,small_airport,Fizuli East Airport,"47.19612837, 39.59457774",,AS,AZ,AZ-FUZ,,,,
AZ-0012,small_airport,Aghdam Airport,"47.00014472, 39.97600196",,AS,AZ,AZ-AGM,,,,
AZ-0013,medium_airport,Sital Chay Airport,"49.43148136, 40.80731292",,AS,AZ,AZ-XIZ,,,,
AZ-0014,small_airport,Baku Lokbatan Airport,"49.66972589, 40.34996198",,AS,AZ,AZ-BA,,,,
AZ-0015,small_airport,Sangachaly Air Base,"49.45495605, 40.12977076",,AS,AZ,AZ-BA,,,,
AZ-0016,small_airport,Pirsagat Airport,"49.34001803, 39.85399906",,AS,AZ,AZ-BA,,,,
AZ-0017,small_airport,Kazı Magomed Airport,"48.90276432, 40.03093997",,AS,AZ,AZ-HAC,,,,
AZ-0018,small_airport,Karachala Airport,"48.9667511, 39.83179037",,AS,AZ,AZ-SAL,,,,
AZ-0019,small_airport,Salyany Air Base,"48.99157763, 39.64955037",,AS,AZ,AZ-SAL,,,,
AZ-0020,closed,Pushkino East Air Base,"48.69063377, 39.51604299",,AS,AZ,AZ-BIL,,,,
AZ-0021,medium_airport,Kyzylagadzh Air Base,"48.80631208, 39.00616227",,AS,AZ,AZ-MAS,,,,
AZ00,small_airport,Morton Field,"-113.5070038, 32.80580139",475,NA,US,US-AZ,Dateland,AZ00,,AZ00
AZ01,small_airport,Outback Ranch Airstrip,"-113.5702744, 33.84777832",1980,NA,US,US-AZ,Wenden,AZ01,,AZ01
AZ02,heliport,Gateway East Knxv Tv Heliport,"-111.9840012, 33.45470047",1185,NA,US,US-AZ,Phoenix,AZ02,,AZ02
AZ03,small_airport,Cliff Dwellers Lodge Airport,"-111.7529984, 36.7344017",4217,NA,US,US-AZ,Marble Canyon,AZ03,,AZ03
AZ04,small_airport,Hillair Dirt Strip,"-113.1900024, 33.9192009",2210,NA,US,US-AZ,Aguila,AZ04,,AZ04
AZ05,small_airport,Lakeside Airpark,"-112.6620026, 33.11249924",763,NA,US,US-AZ,Buckeye,AZ05,,AZ05
AZ06,small_airport,Dateland Airfield,"-113.5270004, 32.81719971",450,NA,US,US-AZ,Dateland,AZ06,,AZ06
AZ07,heliport,Phoenix Area Heliport,"-112.1490021, 33.44279861",1050,NA,US,US-AZ,Phoenix,AZ07,,AZ07
AZ08,heliport,Boswell Memorial Hospital Heliport,"-112.2819977, 33.60359955",1163,NA,US,US-AZ,Sun City,AZ08,,AZ08
AZ09,small_airport,Sergio Private Airport,"-114.112999, 34.79999924",1900,NA,US,US-AZ,Lake Havasu City,AZ09,,AZ09
AZ10,heliport,Jsj Heliport,"-111.8470001, 33.44729996",1250,NA,US,US-AZ,Mesa,AZ10,,AZ10
AZ11,heliport,Kpnx-Tv Studios Heliport,"-112.0759964, 33.46120071",1327,NA,US,US-AZ,Phoenix,AZ11,,AZ11
AZ12,heliport,183 Mile Heliport,"-113.2129974, 36.10829926",1705,NA,US,US-AZ,Peach Springs,AZ12,,AZ12
AZ13,small_airport,Schu Ranch Airport,"-112.2809982, 33.01699829",1410,NA,US,US-AZ,Maricopa,AZ13,,AZ13
AZ14,small_airport,Ammon Airport,"-109.9570007, 32.02470016",4520,NA,US,US-AZ,Willcox,AZ14,,AZ14
AZ15,heliport,Lava Falls Heliport,"-113.0920029, 36.1916008",1720,NA,US,US-AZ,Supai Village,AZ15,HAE,AZ15
AZ16,heliport,Northern Cochise Community Hospital Heliport,"-109.8339996, 32.27230072",4174,NA,US,US-AZ,Willcox,AZ16,,AZ16
AZ17,small_airport,Circle H Ranch Airport,"-109.3909988, 31.50219917",4680,NA,US,US-AZ,Douglas,AZ17,,AZ17
AZ18,heliport,Madison Aviation Heliport,"-112.1309967, 35.97499847",6600,NA,US,US-AZ,Tusayan,AZ18,,AZ18
AZ19,small_airport,C & L Ranch Ultralightport,"-110.6259995, 31.7378006",4600,NA,US,US-AZ,Sonoita,AZ19,,AZ19
AZ20,heliport,Westcor Home Office Heliport,"-111.9779968, 33.59249878",1370,NA,US,US-AZ,Phoenix,AZ20,,AZ20
AZ21,small_airport,Four Pillars Airport,"-110.2480011, 31.74580002",4100,NA,US,US-AZ,Huachuca City/Tombstone,AZ21,,AZ21
AZ22,heliport,Marcus J Lawrence Medical Center Heliport,"-112.0299988, 34.73339844",3450,NA,US,US-AZ,Cottonwood,AZ22,,AZ22
AZ23,heliport,Flagstaff Mall Heliport,"-111.5830002, 35.22359848",6835,NA,US,US-AZ,Flagstaff,AZ23,,AZ23
AZ24,heliport,Phoenix Baptist Hospital Heliport,"-112.1019974, 33.52479935",1174,NA,US,US-AZ,Phoenix,AZ24,,AZ24
AZ25,small_airport,Goldfield Ranch Airport,"-111.6050034, 33.59999847",1720,NA,US,US-AZ,Fountain Hills,AZ25,,AZ25
AZ26,small_airport,Evelyn Field,"-110.125, 31.36919975",4242,NA,US,US-AZ,Palominas,AZ26,,AZ26
AZ27,small_airport,Big Springs Ranch Airport,"-112.5339966, 34.90999985",4421,NA,US,US-AZ,Prescott,AZ27,,AZ27
AZ28,small_airport,Thunder Ridge Airpark,"-112.572998, 33.82149887",1915,NA,US,US-AZ,Morristown,AZ28,,AZ28
AZ29,heliport,Westridge Mall Heliport,"-112.223999, 33.4756012",1055,NA,US,US-AZ,Phoenix,AZ29,,AZ29
AZ30,heliport,United Bank Plaza Heliport,"-112.0749969, 33.48529816",1100,NA,US,US-AZ,Phoenix,AZ30,,AZ30
AZ31,small_airport,Serene Field,"-112.2720032, 32.99670029",1456,NA,US,US-AZ,Maricopa,AZ31,,AZ31
AZ32,small_airport,Roesner Ranch Airport,"-112.5879974, 33.84749985",2060,NA,US,US-AZ,Morristown,AZ32,,AZ32
AZ33,heliport,Knoell-Main Office Heliport,"-112.0299988, 33.42589951",1140,NA,US,US-AZ,Phoenix,AZ33,,AZ33
AZ34,small_airport,Massey Farm Airport,"-114.097739, 34.691428",1630,NA,US,US-AZ,Yucca,AZ34,,AZ34
AZ35,heliport,Grand Canyon West-2 Heliport,"-113.8580017, 36.04800034",1220,NA,US,US-AZ,Peach Springs,AZ35,,AZ35
AZ36,heliport,Grand Canyon West-1 Heliport,"-113.8280029, 36.02610016",4790,NA,US,US-AZ,Peach Springs,AZ36,,AZ36
AZ37,heliport,Tucson Medical Center Heliport,"-110.8789978, 32.25170135",2485,NA,US,US-AZ,Tucson,AZ37,,AZ37
AZ38,heliport,Rittenhouse Army Heliport,"-111.5179977, 33.25139999",1550,NA,US,US-AZ,Queen Creek,AZ38,,AZ38
AZ39,heliport,Turf Heliport,"-111.7289963, 33.46319962",1385,NA,US,US-AZ,Mesa,AZ39,,AZ39
AZ40,small_airport,Sheepy Hollow Ranch Airfield,"-113.6424179, 33.78741837",1930,NA,US,US-AZ,Salome,AZ40,,AZ40
AZ41,heliport,Abacus Tower Heliport,"-112.0699997, 33.48339844",1850,NA,US,US-AZ,Phoenix,AZ41,,AZ41
AZ42,heliport,Asi Heliport,"-111.9919968, 33.44749832",1140,NA,US,US-AZ,Phoenix,AZ42,,AZ42
AZ43,small_airport,Hidden Valley Airport,"-112.1640015, 33.06389999",1245,NA,US,US-AZ,Maricopa,AZ43,,AZ43
AZ44,heliport,Mount Graham Regional Medical Center Heliport,"-109.736014, 32.821694",2955,NA,US,US-AZ,Safford,AZ44,,AZ44
AZ45,small_airport,China Peak Observatory Airport,"-110.2959976, 32.72919846",4800,NA,US,US-AZ,Klondyke,AZ45,,AZ45
AZ46,small_airport,H&H Ranch Airstrip,"-112.5490036, 34.76639938",5025,NA,US,US-AZ,Chino Valley,AZ46,,AZ46
AZ47,heliport,Lapaz Regional Hospital Heliport,"-114.2860031, 34.13669968",450,NA,US,US-AZ,Parker,AZ47,,AZ47
AZ48,heliport,Good Samaritan Medical Center Heliport,"-112.0579987, 33.46500015",1148,NA,US,US-AZ,Phoenix,AZ48,,AZ48
AZ49,small_airport,Walter Ranch Airport,"-112.2539978, 32.89559937",1615,NA,US,US-AZ,Stanfield,AZ49,,AZ49
AZ50,small_airport,Triangle Airpark,"-114.4810028, 35.71469879",2419,NA,US,US-AZ,White Hills,AZ50,,AZ50
AZ51,heliport,Bartlett Dam Heliport,"-111.6330032, 33.81869888",1610,NA,US,US-AZ,Carefree,AZ51,,AZ51
AZ52,heliport,Horseshoe Dam Heliport,"-111.7170029, 33.98199844",2020,NA,US,US-AZ,Carefree,AZ52,,AZ52
AZ53,heliport,Horse Mesa Dam Nr 2 Heliport,"-111.3440018, 33.59059906",1891,NA,US,US-AZ,Goldfield,AZ53,,AZ53
AZ54,heliport,Stewart Mountain Dam Heliport,"-111.5490036, 33.5522995",1530,NA,US,US-AZ,Goldfield,AZ54,,AZ54
AZ55,heliport,Horse Mesa Nr 1 Heliport,"-111.3570023, 33.58250046",1890,NA,US,US-AZ,Goldfield,AZ55,,AZ55
AZ56,heliport,Mormon Flat Dam Heliport,"-111.4449997, 33.55339813",1640,NA,US,US-AZ,Goldfield,AZ56,,AZ56
AZ57,small_airport,Pilots Rest Airport,"-112.512001, 34.93080139",4482,NA,US,US-AZ,Paulden,AZ57,,AZ57
AZ58,heliport,Roosevelt Dam Heliport,"-111.1620026, 33.67089844",1895,NA,US,US-AZ,Roosevelt,AZ58,,AZ58
AZ59,heliport,Cross Cut Heliport,"-111.9499969, 33.44169998",1180,NA,US,US-AZ,Tempe,AZ59,,AZ59
AZ60,small_airport,Coyner Airstrip,"-112.4729996, 33.50500107",1170,NA,US,US-AZ,Litchfield Park,AZ60,,AZ60
AZ61,small_airport,G.M. Ranch Airport,"-112.237999, 32.90169907",1616,NA,US,US-AZ,Stanfield,AZ61,,AZ61
AZ62,heliport,The Hotel Westcourt Heliport,"-112.1210022, 33.57780075",1245,NA,US,US-AZ,Phoenix,AZ62,,AZ62
AZ63,small_airport,Twin Hawks Airpark,"-111.1959991, 32.52780151",2290,NA,US,US-AZ,Redrock,AZ63,,AZ63
AZ64,small_airport,Rio Vista Hills Airport,"-112.6869965, 33.95230103",2225,NA,US,US-AZ,Wickenburg,AZ64,,AZ64
AZ65,heliport,Palo Verde Nuclear Generating Station Heliport,"-112.8610001, 33.3891983",940,NA,US,US-AZ,Wintersburg,AZ65,,AZ65
AZ66,heliport,Mesa Hospital Medical Center Heliport,"-111.8199997, 33.42449951",1243,NA,US,US-AZ,Mesa,AZ66,,AZ66
AZ67,small_airport,El Tiro Gliderport,"-111.3899994, 32.42699814",2100,NA,US,US-AZ,Tucson,AZ67,,AZ67
AZ68,heliport,Black Canyon City Medical Center Heliport,"-112.1460037, 34.06389999",2040,NA,US,US-AZ,Black Canyon City,AZ68,,AZ68
AZ69,heliport,Honeywell Inc. Heliport,"-112.1760025, 33.63840103",1260,NA,US,US-AZ,Glendale,AZ69,,AZ69
AZ70,heliport,Versatile Heliport,"-112.3089981, 34.62720108",4800,NA,US,US-AZ,Prescott Valley,AZ70,,AZ70
AZ71,small_airport,Cooper Ranch Airport,"-112.5360031, 34.21530151",3440,NA,US,US-AZ,Yarnell,AZ71,,AZ71
AZ72,heliport,Police & Public Safety Building Heliport,"-112.0820007, 33.44869995",1146,NA,US,US-AZ,Phoenix,AZ72,,AZ72
AZ73,heliport,Tempe St. Luke's Hospital Heliport,"-111.9400024, 33.41279984",1160,NA,US,US-AZ,Tempe,AZ73,,AZ73
AZ74,small_airport,Lone Mountain International Airport,"-110.3740005, 31.35510063",5350,NA,US,US-AZ,Patagonia,AZ74,,AZ74
AZ75,heliport,Navapache Regional Medical Center Heliport,"-110.0179977, 34.20339966",6500,NA,US,US-AZ,Show Low,AZ75,,AZ75
AZ76,heliport,Chandler Regional Hospital Heliport,"-111.8730011, 33.29809952",1195,NA,US,US-AZ,Chandler,AZ76,,AZ76
AZ77,small_airport,Sunrise Ranch Airport,"-111.935997, 35.23830032",6958,NA,US,US-AZ,Williams,AZ77,,AZ77
AZ78,small_airport,Mel's Ranch Airport,"-112.2819977, 33.01110077",1420,NA,US,US-AZ,Maricopa,AZ78,,AZ78
AZ79,small_airport,Airscrew Performance Flightpark Ultralightport,"-112.2170029, 33.52999878",1112,NA,US,US-AZ,Glendale,AZ79,,AZ79
AZ80,heliport,Havasu Samaritan Regional Hospital Heliport,"-114.3389969, 34.48109818",600,NA,US,US-AZ,Lake Havasu City,AZ80,,AZ80
AZ81,heliport,Boeing Heliport,"-111.7269974, 33.47309875",1385,NA,US,US-AZ,Mesa,AZ81,,AZ81
AZ82,small_airport,Mogollon Airpark,"-110.5299988, 34.39730072",6657,NA,US,US-AZ,Overgaard,AZ82,,AZ82
AZ83,heliport,Phoenix Memorial Hospital Heliport,"-112.0800018, 33.43590164",1071,NA,US,US-AZ,Phoenix,AZ83,,AZ83
AZ84,heliport,Pima County Sheriff's Heliport,"-110.9469986, 32.17200089",2500,NA,US,US-AZ,Tucson,AZ84,,AZ84
AZ85,small_airport,Tonopah Airport,"-112.9599991, 33.53390121",1248,NA,US,US-AZ,Tonopah,AZ85,,AZ85
AZ86,small_airport,Coyote Run Gliderport,"-112.2919998, 34.68420029",4978,NA,US,US-AZ,Coyote Springs,AZ86,,AZ86
AZ87,heliport,Jeppesen Ranch Heliport,"-111.8529968, 33.2276001",1203,NA,US,US-AZ,Chandler,AZ87,,AZ87
AZ88,heliport,Granite Reef Heliport,"-112.0699997, 33.7030983",1507,NA,US,US-AZ,Phoenix,AZ88,,AZ88
AZ89,heliport,Sierra Vista Community Hospital Heliport,"-110.2699966, 31.55139923",4548,NA,US,US-AZ,Sierra Vista,AZ89,,AZ89
AZ90,small_airport,Hangar Haciendas Airport,"-112.1269989, 33.35340118",1225,NA,US,US-AZ,Laveen,AZ90,,AZ90
AZ91,heliport,The Boulders Heliport,"-111.9179993, 33.80279922",2360,NA,US,US-AZ,Carefree,AZ91,,AZ91
AZ92,heliport,Valley Lutheran Hospital Heliport,"-111.6869965, 33.41139984",1425,NA,US,US-AZ,Mesa,AZ92,,AZ92
AZ93,heliport,Toyota Arizona Proving Ground Heliport,"-112.7679977, 33.74309921",1660,NA,US,US-AZ,Wickenburg,AZ93,,AZ93
AZ94,heliport,Biltmore Golf Course Heliport,"-112.0199966, 33.52140045",1240,NA,US,US-AZ,Phoenix,AZ94,,AZ94
AZ95,heliport,Paradise Valley Hosp Emerg Dept Heliport,"-111.9970016, 33.63949966",1461,NA,US,US-AZ,Phoenix,AZ95,,AZ95
AZ96,heliport,Scottsdale Memorial Hospital-North Heliport,"-111.887001, 33.58229828",1375,NA,US,US-AZ,Scottsdale,AZ96,,AZ96
AZ97,small_airport,X Bar 1 Ranch (Lower) Airport,"-113.689003, 35.34830093",3710,NA,US,US-AZ,Kingman,AZ97,,AZ97
AZ98,heliport,John C. Lincoln Helistop,"-112.0711594, 33.56950378",1285,NA,US,US-AZ,Phoenix,AZ98,,AZ98
AZ99,heliport,Phoenix Children's Hospital Heliport,"-112.0419998, 33.47919846",1175,NA,US,US-AZ,Phoenix,AZ99,,AZ99
AZB,small_airport,Amazon Bay Airport,"149.3383333, -10.29916667",12,OC,PG,PG-CPM,,,AZB,AZB
AZU,small_airport,Arrowhead Assault Strip,"-94.22519684, 35.27510071",785,NA,US,US-AR,Fort Chaffee,AZU,,AZU
B01,small_airport,Granville Airport,"-73.26919556, 43.42375183",420,NA,US,US-NY,Granville,B01,,B01
B04,small_airport,Garnseys Airport,"-73.582901, 43.07509995",100,NA,US,US-NY,Schuylerville,B04,,B04
B06,small_airport,Basin Harbor Airport,"-73.34960175, 44.19589996",132,NA,US,US-VT,Vergennes,B06,,B06
B10,small_airport,Bowman Field,"-70.14610291, 44.40999985",327,NA,US,US-ME,Livermore Falls,B10,,B10
B18,seaplane_base,Alton Bay Seaplane Base,"-71.23699951, 43.4776001",504,NA,US,US-NH,Alton Bay,B18,,B18
B25,small_airport,Harrold Airport,"-84.90609741, 41.4762001",925,NA,US,US-IN,Butler,B25,,B25
B70,small_airport,Tiber Dam Airport,"-111.1090012, 48.31389999",3023,NA,US,US-MT,Tiber Dam,B70,,B70
BA-0001,small_airport,Tuzla West Airport,"18.68561363, 44.43815231",730,EU,BA,BA-BIH,Tuzla,,,
BAB,closed,DELETE,"0, 0",,OC,ZZ,ZZ-U-A,DELETE,,,
BAJ,small_airport,Bali Airport,"149.1333333, -4.883333333",90,OC,PG,PG-WBK,Unea Island,,BAJ,BALI
BAP,closed,Baibara Airport,"149.6414, -10.3432",15,OC,PG,PG-CPM,Nabai,,BAP,
BBG,small_airport,Branson Airport,"-93.200544, 36.532082",1302,NA,US,US-MO,Branson,KBBG,BKG,BBG
